Items,PurQTY,PurVALUE,SalesQTY,SalesVALUE,ClosQTY,CloVALUE,M.EXP,OpenQTY,OpenVALUE,RecQTY,RecVALUE,SalesDate
RANLOC AMP(RANITAS) 2ML,4408,9918,4323,13519.25,85,191.25,23-Sep,8,18,4400,9900,2022-10-29
RANOCEED-SR500MG TAB 10S,1292,44057.2,1148,88996.61,144,4910.4,24-Aug,142,4842.2,1150,39215,2023-06-01
RAPILIF 8MG 15S,1,315.42,1,316,0,0,0,0,0,1,315.42,2023-01-08
RASALECT 1MG TAB 10S,18,2185.74,18,2196,0,0,0,0,0,18,2185.74,2023-05-08
RASIX INJ 2ML,29,0,29,0,0,0,0,29,0,0,0,2023-01-09
RATIO-10MG TAB 10S,50,363,50,494.5,0,0,0,0,0,50,363,2023-01-26
RB GUT-L CAP 10S,195,17550,145,13500,50,4500,24-Feb,135,12150,60,5400,2023-04-29
RC HELP 1S,2,258.92,2,0,0,0,0,0,0,2,258.92,2023-06-27
RE-ACTIVE ORS-200ML 1S,957,13685.1,957,15261.8,0,0,0,957,13685.1,0,0,2023-01-16
REACTIN PLUS TAB B/P (GREEN) 10S,887,6741.2,767,6854.7,120,912,25-Feb,182,1383.2,705,5358,2023-06-12
REACTIN PLUS TAB(WHITE) 10S,177,1088.55,124,975.1,53,325.95,23-Aug,177,1088.55,0,0,2023-04-14
REACTIN PLUS(RED) 10S,359,2660,251,2187.6,108,820.8,24-Jul,140,1064,219,1596,2022-08-19
REACTIN-100 SR 10S,209,1797.4,154,3080.03,55,473,24-Mar,88,756.8,121,1040.6,2023-12-08
REACTIN-50MG 10S,1400,8540,1280,10962.38,120,732,24-Mar,74,451.4,1326,8088.6,2022-06-26
REALCAST 10CM*2.7MTR 1S,400,8800,400,18400,0,0,0,0,0,400,8800,2023-09-09
REALCAST 15CM*2.7MTR 1S,1200,38400,950,65650,250,8000,25-Sep,0,0,1200,38400,2022-06-18
REALCIDE 5LTRS,7,1645,7,2960,0,0,0,0,0,7,1645,2023-02-20
REBILEX-A CAP 10S,98,1886.5,98,6119.04,0,0,0,98,1886.5,0,0,2023-04-21
RECHARZER POWDER ORANGE 1S,865,14272.5,817,25197.33,48,792,25-Apr,318,5247,547,9025.5,2023-11-29
RECLAIM-AG CAP 10S,3,870.51,3,960,0,0,0,0,0,3,870.51,2023-07-07
RECMONT SYP 60ML,2586,71115,2150,126674.25,436,11990,24-Sep,85,2337.5,2501,68777.5,2023-01-26
RECMONT TAB 10S,2828,59105.2,2538,188275.6,290,6061,24-Nov,260,5434,2568,53671.2,2023-09-17
RECMONT-KID TAB 10,10,121,1,292.44,9,108.9,23-Jun,10,121,0,0,2022-04-15
RECOFAST PLUS NEW TAB 10S,99,4193.64,99,3906.81,0,0,0,144,6099.84,-45,-1906.2,2022-06-16
RECOFAST PLUS SUSPENSION 60ML 60ML,36,2053.8,36,1901.7,0,0,0,60,3423,-24,-1369.2,2023-03-17
RECOFAST SYRUP 60ML 60ML,26,1392.3,26,1190,0,0,0,32,1713.6,-6,-321.3,2023-04-15
RECOFAST TAB 10S,30,909.3,30,842,0,0,0,30,909.3,0,0,2023-05-21
RECOSULIN M30 (30/70) 40IU/ML 1S,237,18960,209,19978.04,28,2240,23-Apr,497,39760,-260,-20800,2022-02-23
RECOSULIN N(NPH) 1S,3,600,0,1098.99,3,600,23-Feb,50,10000,-47,-9400,2022-06-03
RECOSULIN-M 30(30/70) 100IU 1S,18,3600,13,7115.58,5,1000,23-Apr,168,33600,-150,-30000,2023-05-25
RECOSULIN-M 50(50/50) 40IU 1S,8,720,3,1165.66,5,450,23-Feb,98,8820,-90,-8100,2023-10-16
RECOSULIN-N 40IU 10ML,8,720,6,812,2,180,23-Feb,89,8010,-81,-7290,2023-10-27
RECTOL 250 SUP 1S,15,385.8,15,0,0,0,0,0,0,15,385.8,2023-07-27
RECTOL-125 SUPP 5S,151,2518.68,147,3133.99,4,66.72,25-Aug,51,850.68,100,1668,2022-01-22
RECTOL-170 SUPPOSIT 5S,151,2562.47,150,3980.35,1,16.97,25-Jul,50,848.5,101,1713.97,2023-10-16
RECTOL-250 SUPP 5S,576,14814.72,463,16568.16,113,2906.36,25-Jul,71,1826.12,505,12988.6,2022-05-29
RECTOL-80 SUPPOSITORIES 5S,394,4676.78,341,17781.58,53,629.11,23-Sep,43,510.41,351,4166.37,2023-09-08
RED RUBBER CATHETER-28 1S,5,300,5,550,0,0,0,0,0,5,300,2023-11-13
REDIF EYE DROPS 10ML,81,3462.75,56,2612.5,25,1068.75,24-Jul,9,384.75,72,3078,2023-08-10
REDO-T SYP 100ML,451,23812.8,305,19968.38,146,7708.8,24-Dec,41,2164.8,410,21648,2023-12-28
REFERSH TEAR EYE DROPS 10ML,2,220.68,2,255.98,0,0,0,0,0,2,220.68,2023-08-02
REFLENT SUP 200ML,1726,47465,1635,126266.9,91,2502.5,24-Mar,123,3382.5,1603,44082.5,2023-08-24
REFRESH EYE DROPS 10ML,706,9326.26,680,19483.1,26,343.46,24-Dec,136,1796.56,570,7529.7,2023-01-28
REGSTRONE 5 MG TAB 10S,30,1227.9,30,1197.05,0,0,0,0,0,30,1227.9,2023-05-06
REGUMAINT SYP 200ML,246,22522.5,208,21209.78,38,3803.8,24-Aug,4,400.4,242,22122.1,2023-02-09
REJOINT TAB 15S,3,1176.48,3,1470.62,0,0,0,0,0,3,1176.48,2022-09-20
RELICALM-5 TAB 10S,20,192.8,0,0,20,192.8,23-Sep,20,192.8,0,0,2022-08-28
RELIDEP PLUS H TAB 10S,950,23208.5,830,18663.24,120,2931.6,26-Sep,240,5863.2,710,17345.3,2022-07-29
RELIDEP PLUS TAB 10S,59,2086.24,42,1634.05,17,601.12,25-Feb,9,318.24,50,1768,2023-02-04
RELIDEP-10 TAB 10S,1144,15421.12,1040,12219.76,104,1401.92,24-Sep,244,3289.12,900,12132,2023-12-07
RELIDEP-25 TAB 10S,422,7596,347,5766.88,75,1350,26-Jul,9,162,413,7434,2023-01-30
RELIDEP-50 TAB 10S,220,6523,200,6644.34,20,593,26-Aug,0,0,220,6523,2022-04-14
RELIDEP-75 TAB 10S,92,3637.68,70,2767.1,22,869.88,23-Sep,0,0,92,3637.68,2022-06-18
RELIFEN PLUS 10S,635,22453.6,533,7424.55,102,3606.72,25-Jan,274,9688.64,361,12764.96,2023-04-23
RELIFEN-SP TAB 10S,544,27977.92,485,16664.1,59,3034.37,23-Jun,369,18977.67,175,9000.25,2023-10-26
RELIHEXY TAB 10S,300,2622,183,1670.12,117,1022.58,26-Jan,0,0,300,2622,2023-03-14
RELINASE L.A. INJ 1 ML,237,26510.82,208,24820.04,29,3243.94,24-Aug,37,4138.82,200,22372,2023-04-21
RELINASE-0.25 TAB 10S,60,617.4,10,100,50,514.5,25-Jun,20,205.8,40,411.6,2022-08-31
RELINASE-1.5 TAB 10S,120,1218,61,570.08,59,598.85,25-Jun,84,852.6,36,365.4,2023-06-18
RELINASE-10 10S,191,5741.46,147,4909.8,44,1322.64,25-Aug,10,300.6,181,5440.86,2023-04-21
RELINASE-5 10S,46,1053.4,17,413.82,29,664.1,24-Jan,30,687,16,366.4,2022-09-14
RELITIL-100MG TAB 10S,-7,-38.99,-7,0,0,0,0,49,272.93,-56,-311.92,2022-01-04
REMO-V TAB 10S,6,657.84,6,657.84,0,0,0,0,0,6,657.84,2023-01-21
RENASURE-LP POWDER 400GM,1,361.35,1,361.35,0,0,0,0,0,1,361.35,2023-06-19
RENER OD CAP 10S,659,28996,570,54712.65,89,3916,23-Sep,109,4796,550,24200,2023-11-27
RENER PLUS INJ 2ML,2565,33858,2310,128271.08,255,3366,24-Feb,412,5438.4,2153,28419.6,2022-08-25
RENHOPE TAB 10S,6,535.74,6,669.64,0,0,0,0,0,6,535.74,2022-06-17
RENLIV TAB 10S,6,718.44,6,720,0,0,0,0,0,6,718.44,2023-12-05
RENOLOG TAB 10S,20,5699,20,7139.29,0,0,0,0,0,20,5699,2023-01-01
RENOQUE 180MG CAP 10S,3,1696.26,3,2120.34,0,0,0,0,0,3,1696.26,2022-03-22
RES-Q-PILL(BLISTER) 1S,10,95.2,0,0,10,95.2,23-Sep,10,95.2,0,0,2022-02-10
RESCODYL COLD TAB(BL) 10S,2000,21900,486,7997.9,1514,16578.3,23-Sep,2000,21900,0,0,2022-05-15
RESCODYL DX SYP 100ML,250,3987.5,184,4374.25,66,1052.7,24-Jan,10,159.5,240,3828,2023-08-06
RESCODYL SYP 100ML,524,3668,362,4197.68,162,1134,23-Sep,44,308,480,3360,2023-08-29
RESCUE 1GM 1GM,336,60480,213,73296.14,123,22140,23-Sep,336,60480,0,0,2022-11-07
RESCUE CALENDRER,6,0,3,0,3,0,0,6,0,0,0,2023-05-01
RESERA-DP TAB 10S,219,2047.65,219,3666.75,0,0,0,219,2047.65,0,0,2022-05-01
RESFACILE-FB 400 30S,10,660,10,1515,0,0,0,10,660,0,0,2023-01-03
RESFACILE-FB INHALER 400 1S,5,742.5,5,1440,0,0,0,5,742.5,0,0,2022-02-03
RESPIROMETER 1S,1,90.2,1,0,0,0,0,0,0,1,90.2,2022-06-01
RETHARD-5 TAB 10S,1475,22715,1218,35263,257,3957.8,24-Aug,112,1724.8,1363,20990.2,2023-05-07
RETIHERB NEO TAB 10S,160,23400,135,20000,25,4500,24-Nov,0,0,160,23400,2022-07-04
RETIHERB S/GEL TAB 10S,196,27180,160,17953.63,36,6480,23-Sep,30,5400,166,21780,2023-01-03
REUSABLE GLOVES 1S,6,286.5,4,340,2,95.5,0,0,0,6,286.5,2022-08-25
REVITAL-H CAP 10S,1,74.58,1,75,0,0,0,0,0,1,74.58,2023-03-22
REXEL SOAP 75GM,448,7392,376,13127.63,72,1188,25-Jul,198,3267,250,4125,2023-06-07
REXICAM-DT 20MG TAB 10S,431,20778.51,324,12257.82,107,5158.47,26-Aug,131,6315.51,300,14463,2022-03-20
REXIPRA LITE TAB 15S,2,231.42,2,236,0,0,0,0,0,2,231.42,2022-09-06
RHD3 DROPS 30ML,2538,53044.2,2201,108150.33,337,7043.3,24-Feb,192,4012.8,2346,49031.4,2023-12-19
RHINCAL SUP 60ML,20,0,20,0,0,0,0,0,0,20,0,2023-12-24
RHINCAL-500 TAB 15S,1371,16589.1,1216,53646.28,155,1875.5,23-May,158,1911.8,1213,14677.3,2023-07-26
RHINO-B TAB 10S,570,13532.4,464,10599.15,106,2656.36,24-Sep,60,1503.6,510,12028.8,2023-04-26
RHINOMIRA AX SYP 100ML,90,5272.2,30,1627.25,60,3514.8,24-Mar,0,0,90,5272.2,2022-09-18
RHINOMIRA PLUS TAB 10S,1855,39715.55,1547,30636.72,308,6594.28,24-Nov,95,2033.95,1760,37681.6,2022-01-12
RHINOMIRA SYP 60ML,50,2115.5,50,1927.41,0,0,0,0,0,50,2115.5,2023-11-30
RHINOMIRA-LS SYP 100ML,121,5977.4,70,3183.62,51,2519.4,23-Nov,1,49.4,120,5928,2023-07-31
RHOCLONE 150MG 1S,6,7692,5,7466.4,1,1282,23-Jan,8,10256,-2,-2564,2022-07-29
RHOFUTUM DRY SYP 30ML,180,7524,150,8100,30,1254,24-Jan,0,0,180,7524,2022-01-19
RHOXIM CV 325 TAB 6 S,718,41464.5,592,55150.4,126,7276.5,24-Feb,78,4504.5,640,36960,2023-11-27
RHOXIM-200 TAB 10S,930,34782,912,43061,18,673.2,24-May,110,4114,820,30668,2022-02-17
RHOXIM-50MG DRY SYP 30ML,54,1247.4,10,310,44,1016.4,23-Apr,0,0,54,1247.4,2023-06-08
RHOXIM-AZ TAB 10S,161,15939,124,16047,37,3663,23-Aug,131,12969,30,2970,2022-02-26
RHOXIM-O TAB 10S,80,4532,30,3802.5,50,2832.5,24-Jan,30,1699.5,50,2832.5,2023-04-24
RICOSPRIN 2.5 TAB 15S,2,117.86,2,147.32,0,0,0,0,0,2,117.86,2023-10-11
RICOSPRIN-15MG TAB 15S,3,636.42,3,795.54,0,0,0,0,0,3,636.42,2023-07-01
RIFAGUT-400MG TAB 10S,3,812.13,3,1015.18,0,0,0,0,0,3,812.13,2023-04-26
RIFAGUT-550 TAB 10S,44,14740,44,16237.5,0,0,0,0,0,44,14740,2023-11-14
RIFAKEM-400 TAB 10S,6,1624.26,6,2030.36,0,0,0,0,0,6,1624.26,2022-01-24
RILO FORTE TAB 10S,775,38362.5,673,29900,102,5049,25-Mar,5,247.5,770,38115,2022-12-19
RINEFRIN INJ 25000IU/5ML 1S,200,33400,87,18808.77,113,18871,23-Sep,0,0,200,33400,2022-09-15
RIODIC OINT 10GM,997,32901,828,56172.03,169,5577,24-Jul,96,3168,901,29733,2022-01-05
RIODIC-B OINT 10GM,205,7216,173,18266.25,32,1126.4,24-Apr,55,1936,150,5280,2023-10-17
RIPATEC EYE DROPS 5ML 1S,12,2682.84,9,2047.57,3,670.71,24-Sep,0,0,12,2682.84,2023-02-14
RISP FORTE TAB 10S,173,14227.52,159,13189.68,14,1151.36,25-Aug,3,246.72,170,13980.8,2023-04-24
RISP PLUS TAB 10S,188,10708.48,176,10271.16,12,683.52,25-May,18,1025.28,170,9683.2,2023-07-07
RISP-1 TAB 10S,37,708.55,27,1089.25,10,191.5,25-May,11,210.65,26,497.9,2023-05-28
RISP-2 TAB 10S,2,57.6,2,274.89,0,0,0,10,288,-8,-230.4,2023-02-24
RISP-LS TAB 10S,66,2325.84,56,1979.6,10,352.4,25-Aug,6,211.44,60,2114.4,2023-10-30
RISPERDONE-2 TAB 10S,10,40,2,12,8,32,23-Sep,10,40,0,0,2023-10-22
RITECEF-1000MG INJ 10ML,1295,36260,1063,38773.99,232,6496,24-Jan,89,2492,1206,33768,2022-06-25
RITECEF-S INJ 1.5GM,1054,66402,950,75412.49,104,6552,23-Sep,100,6300,954,60102,2022-06-21
RITECEF-T 1GM/125MG INJ 10ML,1680,92400,1568,140391.72,112,6160,24-Aug,190,10450,1490,81950,2023-08-22
RITOPAR-UR INJ 1ML 5S,20,630,0,0,20,630,23-Apr,0,0,20,630,2022-05-27
RITOPAR-UR TAB 10S,24,2607.36,24,2897.04,0,0,0,20,2172.8,4,434.56,2022-05-29
RIVABAN 2.5MG TAB 14S,3,164.79,2,137.32,1,54.93,24-Nov,0,0,3,164.79,2022-05-26
RIVABAN-15MG TAB 14S,15,2100,15,2812.5,0,0,0,5,750,10,1350,2022-01-23
RIVABAN-20MG TAB 14S,1,180,1,225,0,0,0,0,0,1,180,2023-04-08
RIVAXAB-10 TAB 14S,118,2832,30,1079,88,2112,23-Sep,0,0,118,2832,2022-02-24
RIVAXAB-15 TAB 14S,197,6304,192,10641.12,5,160,23-Apr,0,0,197,6304,2022-10-12
RIVAXAB-20MG TAB 14S,11,616,10,500,1,56,23-Sep,0,0,11,616,2022-07-14
RIVOXAMAC 2.5 TAB 10S,6,192.84,6,241.07,0,0,0,0,0,6,192.84,2022-10-31
RMS INFUSION SET 1S1S,4307,42036.32,4307,59754,0,0,0,0,0,4307,42036.32,2023-04-11
RMS MICRO SET 1S,30,381,30,690,0,0,0,0,0,30,381,2022-07-25
ROBBY-LSR TAB 10S,30,1357.2,0,0,30,2035.8,24-Jan,0,0,30,1357.2,2023-12-02
ROBNE DM TAB 10S,207,2277,184,4909.3,23,253,23-Aug,107,1177,100,1100,2022-01-31
ROBNE DSR CAP ZEE 10S,847,9317,710,33454.8,137,1507,25-Jun,340,3740,507,5577,2023-08-12
ROBNE TAB ZEE 10S,1010,8332.5,996,18058.08,14,115.5,24-Feb,160,1320,850,7012.5,2022-03-14
ROCUNIUM INJ 5ML,19,3266.1,19,3590.64,0,0,0,19,3266.1,0,0,2022-02-08
ROKODERM POWDER 100GM,98,980,25,582.83,73,730,23-Apr,48,480,50,500,2022-12-10
ROMBIFLOX-RL SUSP 30ML,607,11350.9,500,23681.24,107,2000.9,24-Sep,57,1065.9,550,10285,2023-08-13
ROMO ADK FG-28 1S,1,88.95,1,0,0,0,0,0,0,1,88.95,2022-10-14
ROMOJECT 5ML SYRINGE 24G 1S,1000,2090,1000,3700,0,0,0,0,0,1000,2090,2023-07-08
ROMOVAC SET 16 1S,4,656,4,1520,0,0,0,0,0,4,656,2022-06-08
ROMOX 500 DT TAB 10S,375,12168.75,220,10814.3,155,5029.75,23-Sep,105,3407.25,270,8761.5,2023-06-08
ROMOX CV625 TAB 6S,891,41654.25,891,70449.79,0,0,0,131,6124.25,760,35530,2022-09-27
ROMOX-CV 625 TAB 10S,778,59906,632,84600.54,146,11242,24-Apr,0,0,778,59906,2023-06-04
ROMOX-CV FORTE SYP 30ML,872,43164,809,66660.65,63,3118.5,23-Jul,260,12870,612,30294,2023-04-29
ROMRAX SYP 100ML,60,1056,6,333.75,54,950.4,24-Dec,0,0,60,1056,2022-04-02
RONIROL-0.5MG TAB 10S,12,120,0,0,12,120,24-Aug,0,0,12,120,2022-03-10
ROPACEED-1MG TAB 10S,50,797.5,3,1088.57,47,749.65,23-Sep,0,0,50,797.5,2022-02-06
ROPARK 2MG TABS 10S,27,4377.78,27,5472.32,0,0,0,0,0,27,4377.78,2022-06-06
ROPARK XL1MG TAB 10S,23,2710.78,23,2756,0,0,0,0,0,23,2710.78,2022-06-21
ROPARK-XL 2MG TAB 10S,0,0,0,0,0,0,0,0,0,0,0,2022-12-07
ROPIN HEAVY 0.75% INJ 4ML,50,3442.5,0,0,50,3442.5,24-Jan,0,0,50,3442.5,2022-05-15
ROSEDAY 5MG TAB 15S,2,162,2,162,0,0,0,0,0,2,162,2022-07-17
ROSEDAY F-10MG 10S,5,873.75,5,975.18,0,0,0,0,0,5,873.75,2023-12-11
ROSEMINE LOTION GUJ 100ML,638,24448.16,525,25985.27,113,4330.16,24-Feb,148,5671.36,490,18776.8,2022-09-12
ROSINOX-60MG INJ VIAL,1,400,1,0,0,0,0,1,400,0,0,2023-08-06
ROSIPRO SACHET 1GM,32,119.68,32,234,0,0,0,32,119.68,0,0,2022-06-09
ROSTUS SYRUP 100ML,2561,56342,2330,97035.15,231,5082,23-Sep,353,7766,2208,48576,2022-11-06
ROSUDOZ-10 TAB 10S,72,576,69,603.6,3,24,24-Mar,0,0,72,576,2023-02-22
ROSUDOZ-20 TAB 10S,160,2000,160,2276.5,0,0,0,0,0,160,2000,2023-03-03
ROSUDOZ-F TAB 10S,150,2400,150,3525,0,0,0,0,0,150,2400,2022-12-01
ROSUFIT CV 10 CAP 15S,3,715.71,3,715.86,0,0,0,0,0,3,715.71,2022-08-06
ROSULESS-C 10MG CAP 10S,7,598.78,7,602,0,0,0,0,0,7,598.78,2022-08-01
ROSULIZER-ASP CAP(AL-ST) 10S,15,464.7,15,0,0,0,0,15,464.7,0,0,2022-07-25
ROSUMAC GOLD 20MG CAP 10S,3,715.71,3,714.6,0,0,0,0,0,3,715.71,2023-04-24
ROSUNA 10MG TAB 10S,683,12396.45,602,37694.62,81,1470.15,24-Mar,83,1506.45,600,10890,2023-10-19
ROSUVAS-20MG TAB 10S,3,814.26,3,840,0,0,0,0,0,3,814.26,2023-02-06
ROSYCAP GOLD 20/75MG TAB 10S,3,439.29,3,444.39,0,0,0,0,0,3,439.29,2022-03-21
ROTAHALER 1S,50,5463.5,50,6829.46,0,0,0,0,0,50,5463.5,2022-11-19
ROTIMAKER 1S,2,940,0,0,2,940,0,2,940,0,0,2022-03-31
ROXIFAR-150 10S,155,5166.15,95,2959.65,60,1999.8,24-Sep,35,1166.55,120,3999.6,2022-10-13
ROXNE-150 TAB ZEE 10S,333,8241.75,298,12379.56,35,866.25,24-Mar,130,3217.5,203,5024.25,2022-11-18
ROZALET 10MG CAPS 10S,9,1073.61,9,1080,0,0,0,0,0,9,1073.61,2023-03-13
ROZASCOT GOLD-10MG (A/A) 10S,20,703.4,0,0,20,703.4,23-Sep,0,0,20,703.4,2023-03-02
ROZASCOT-10 TAB 10S,14,492.38,14,104,0,0,0,14,492.38,0,0,2022-09-26
ROZASCOT-20 TAB 10S,15,387.45,15,171,0,0,0,0,0,15,387.45,2023-07-27
ROZAVEL F TAB 10S,5,875,5,350,0,0,0,0,0,5,875,2023-10-31
RPIGAT-10MG TAB 10S,76,4313.31,19,1369.85,57,4030.47,23-May,41,2899.11,35,1414.2,2023-05-09
RPIGAT-15MG TAB 10S,34,3157.24,30,3192.43,4,371.44,23-Jul,13,1207.18,21,1950.06,2022-05-31
RPIGAT-20MG TAB 10S,0,0,0,0,0,0,0,54,4860,-54,-4860,2023-08-03
RTQS-200 15S,50,2487.5,50,2550,0,0,0,0,0,50,2487.5,2023-02-13
RUMAGESIC CREAM 30GM,108,2376,11,433.05,97,2134,23-Sep,108,2376,0,0,2022-04-05
RUMAGESIC OIL 60ML,246,8929.8,213,19599.59,33,1197.9,25-Apr,5,181.5,241,8748.3,2022-10-25
RUTUVEL 125 SUSP 60ML,50,495,44,707.6,6,59.4,23-Apr,50,495,0,0,2022-11-03
RUTUVEL PLUS SYP 60ML,970,16005,690,13078.8,280,4620,23-Jul,17,280.5,953,15724.5,2022-03-07
RUTUVEL-150 DROPS 15ML,25,330,24,676.75,1,13.2,23-Sep,25,330,0,0,2023-10-19
RUTUVEL-500MG TAB 10S,1754,8682.3,1731,12926.18,23,113.85,25-Apr,405,2004.75,1349,6677.55,2022-07-08
RUTUVEL-650MG TAB 10S,1742,6706.7,1336,15410.35,406,1563.1,24-Sep,623,2398.55,1119,4308.15,2022-01-10
RUTUVEL-MR TAB 10S,100,1650,100,1825,0,0,0,100,1650,0,0,2022-03-16
RYFXACARE-400 TAB 10S,20,1600,20,2060,0,0,0,0,0,20,1600,2023-10-15
RYLES TUBE-16 1S,100,1160,100,2300,0,0,0,0,0,100,1160,2022-04-16
RYLES TUBE 14F 1S,100,1160,100,2300,0,0,0,0,0,100,1160,2023-07-21
RYTHAM TAB 10S,990,5172.75,990,6203.74,0,0,0,550,2873.75,440,2299,2023-06-04
RYZODEG PENFIL INJ 3ML,15,13512,15,12705,0,0,0,0,0,15,13512,2023-01-25
S V SET 22 1S,200,864,200,2200,0,0,0,0,0,200,864,2023-09-25
S-CUPINE-2.5 TAB 10S,311,1881.55,243,3643.75,68,411.4,23-Sep,48,290.4,263,1591.15,2023-05-24
S-CUPINE-5 TAB 10S,598,4933.5,443,11332.71,155,1278.75,24-Mar,141,1163.25,457,3770.25,2023-10-07
S-LEXCID SYP 200ML,497,23508.1,422,37544.89,75,3547.5,24-Aug,139,6574.7,358,16933.4,2022-07-01
S-LEXCID-O SYP 100ML,316,10428,240,20865,76,2508,24-Jun,76,2508,240,7920,2022-08-08
S.V SET NO.22G 1S,2300,9936,2300,24800,0,0,0,0,0,2300,9936,2023-07-01
SAAZ-500MG TAB 10S,30,1328.7,30,1693.66,0,0,0,0,0,30,1328.7,2022-05-02
SABOLIC OINT 30GM,963,26867.7,934,49554.85,29,809.1,24-Aug,13,362.7,950,26505,2022-04-21
SACURISE 100MG TAB 14S,2,500,2,625,0,0,0,0,0,2,500,2023-10-14
SAFEMYCIN OINT 15GM,10,95,10,119,0,0,0,0,0,10,95,2023-08-25
SAIBOL OINT 15GM,595,15023.75,523,15193.15,72,1818,24-Jul,55,1388.75,540,13635,2022-06-09
SALBUTAMOL-2MG TAB 10S,15500,14570,15500,14240.87,0,0,0,0,0,15500,14570,2023-02-13
SALFAUS-500 TAB 15S,9,324,9,453.6,0,0,0,9,324,0,0,2023-09-07
SALICYLIX SF6 OINT 50GM,1,79.41,1,80,0,0,0,0,0,1,79.41,2023-03-02
SANITARY NAPKINS(SOFY) 6S,0,0,0,1890,0,0,0,0,0,0,0,2022-01-11
SAZO 500MG 15S,40,2121.2,40,2050.6,0,0,0,0,0,40,2121.2,2023-07-17
SCABFIT CREAM 30GM,50,600,49,1849.64,1,12,24-Apr,0,0,50,600,2023-09-27
SCADEX EMULSION 100ML,177,4672.8,132,10434.25,45,1188,24-Apr,23,607.2,154,4065.6,2023-02-25
SCAMET SOAP GUJ 1*75GM,1441,31817.28,1146,48120.34,295,6513.6,24-Jul,91,2009.28,1350,29808,2023-10-01
SCETH LOTION 60ML,1314,26017.2,1261,42337.19,53,1049.4,25-Oct,54,1069.2,1260,24948,2023-08-05
SCETH SOAP 75GM,908,19976,787,46897.49,121,2662,23-Sep,196,4312,712,15664,2023-09-08
SCI-BROM EYE DROPS 5ML,25,750,25,2571.6,0,0,0,25,750,0,0,2023-09-27
SCI-COOL EYE DROPS 10ML,120,2040,64,4350,56,952,23-Sep,120,2040,0,0,2023-12-15
SCI-GEL EYE GEL 10GM,70,2940,50,8231.9,20,840,24-Aug,50,2100,20,840,2023-06-09
SCI-HY EYE DROPS 10ML,228,9804,154,7953.04,74,3182,24-Jun,28,1204,200,8600,2023-09-10
SCI-NEP EYE DROPS 5ML,1281,46116,1198,121312.45,83,2988,23-Nov,31,1116,1250,45000,2022-12-29
SCI-PANTHE EYE GEL 5GM,215,5590,98,6611.75,117,3042,23-Apr,40,1040,175,4550,2022-06-27
SCI-PAT EYE DROPS 5ML,400,8800,358,18285.34,42,924,24-Sep,0,0,400,8800,2022-10-21
SCI-VIR EYE GEL 5GM,40,960,21,2042.82,19,456,23-Apr,40,960,0,0,2023-06-19
SCIBRINZ-B EYE DROPS 5ML,25,3000,10,1530,15,1800,24-Apr,0,0,25,3000,2022-04-20
SCICLOP EYE DROPS 5ML,75,1500,71,2610,4,80,23-Sep,0,0,75,1500,2022-02-10
SCIDORZ EYE DROPS 5ML,25,1625,0,621.45,25,1625,24-Apr,0,0,25,1625,2022-06-13
SCIDORZ-T EYE DROPS 5ML,276,20976,233,21588.53,43,3268,24-May,32,2432,244,18544,2023-05-23
SCIFRESH EYE DROPS-0.5% 10ML,2002,37037,1932,148892.13,70,1295,24-Oct,226,4181,1776,32856,2023-10-12
SCIGAT EYE DROPS 5ML,100,2100,48,3082.1,52,1092,23-Jul,50,1050,50,1050,2022-08-04
SCIGAT-PD EYE DROPS 10ML,43,1161,0,0,43,1161,23-Aug,43,1161,0,0,2022-06-21
SCILUBE EYE DROPS 10ML,52,1612,31,2957.25,21,651,23-Aug,25,775,27,837,2022-01-30
SCIMOX BR EYE DROPS 5ML,50,1400,0,0,50,1400,23-Aug,50,1400,0,0,2022-05-26
SCIMOX EYE DROPS 5ML,955,17667.5,841,62594.96,114,2109,24-Sep,5,92.5,950,17575,2022-01-25
SCIMOX EYE OINT 5GM,1288,28336,1146,73119.03,142,3124,24-Aug,188,4136,1100,24200,2022-10-10
SCIMOX-DX EYE DROPS 5ML,168,4032,155,11024.93,13,312,23-Sep,43,1032,125,3000,2023-01-04
SCIMOX-LP EYE DROPS 5ML,732,27450,595,53276.94,137,5137.5,24-Sep,132,4950,600,22500,2023-05-24
SCIMOX-PD EYE DROPS 5ML,759,18216,696,54717.92,63,1512,24-Jan,59,1416,700,16800,2023-03-23
SCIPRED EYE DROPS 10ML,275,6325,233,9996,42,966,23-Sep,0,0,275,6325,2023-03-06
SCISSORS(SMALL) 1S,60,600,60,1125,0,0,0,0,0,60,600,2023-10-25
SCITIM EYE DROPS 5ML 5ML,25,375,15,664.9,10,150,23-Sep,0,0,25,375,2023-10-20
SCOTT ANTISEPTIC LOTION 100ML,102,2652,102,3040,0,0,0,102,2652,0,0,2023-08-25
SCOTT DISINFECT SPRAY 120ML,172,6020,172,5949.06,0,0,0,172,6020,0,0,2023-03-03
SCOTT SHIELD SOAP 75G,4,68,4,82,0,0,0,4,68,0,0,2023-07-02
SEACOD SOFTGEL CAP 110S,1,252.13,1,253,0,0,0,0,0,1,252.13,2023-12-20
SEARLE BOOK 1S,2,0,0,0,2,0,0,0,0,2,0,2022-09-24
SEARLE ENVALOP,1002,0,0,0,1002,0,23-Sep,1002,0,0,0,2023-09-20
SEBA BABY BODY-MILK 100ML,1,366.53,1,380,0,0,0,0,0,1,366.53,2023-10-03
